stock_code,stock_name,keyword,title,content,published_at,source,url
603618.SH,杭电股份,603618,2连板杭电股份：股东富春江通信集团及4位董高4月22日至4月23日合计减持615.6万股,4月23日，杭电股份603618.SH)公告称，富春江通信集团于2026年4月22日通过大宗交易减持公司股份306万股，占公司总股本的0.4426%；2026年4月23日通过集中竞价方式减持公司股份153万股，占公司总股本的0.2213%，本次减持实施完毕。,2026-04-23 18:04:31,每日经济新闻,http://finance.eastmoney.com/a/202604233716195278.html
603618.SH,杭电股份,603618,2连板杭电股份：股东富春江通信集团及4位董高4月22日-4月23日合计减持615.6万股,杭电股份603618.SH)公告称，富春江通信集团于2026年4月22日通过大宗交易减持公司股份306万股，占公司总股本的0.4426%；2026年4月23日通过集中竞价方式减持公司股份153万股，占公司总股本的0.2213%，本次减持实施完毕。,2026-04-23 18:01:48,财联社,http://finance.eastmoney.com/a/202604233716195645.html
603618.SH,杭电股份,603618,杭电股份：2025年亏损2.99亿元 同比由盈转亏,人民财讯4月21日电，杭电股份6036184月21日披露年报，2025年实现营业收入94.51亿元，同比增长6.78%；归母净利润亏损2.99亿元，上年同期盈利1.38亿元。,2026-04-21 22:20:00,证券时报网,http://finance.eastmoney.com/a/202604213712855755.html
603618.SH,杭电股份,603618,杭电股份：子公司永特信息光纤量价齐升 一季度净利润同比增长279.96%,人民财讯4月21日电，杭电股份6036184月21日披露一季报，公司2026年一季度实现营业收入22.02亿元，同比增长11.12%；归母净利润8084.19万元，同比增长279.96%，报告期内，子公司永特信息光纤销量增长，且销售价格大幅上涨而带来较高效益。,2026-04-21 20:53:00,证券时报网,http://finance.eastmoney.com/a/202604213712731091.html
603618.SH,杭电股份,603618,杭电股份：第一季度净利润同比增长280% 子公司光纤销量增长销售价格大幅上涨,4月21日，杭电股份603618.SH)公告称，2026年第一季度实现营业收入22.02亿元，同比增长11.12%；归属于上市公司股东的净利润为8084.19万元，同比增长279.96%。业绩变动主要原因是一季度子公司永特信息光纤销量增长，且销售价格大幅上涨而带来较高效益。,2026-04-21 20:47:26,每日经济新闻,http://finance.eastmoney.com/a/202604213712731560.html
603618.SH,杭电股份,603618,杭电股份一季度归母净利润增280% 光纤业务量价齐升成主因,4月21日，杭电股份603618.SH)发布公告显示，公司2026年第一季度实现营业收入22.02亿元，较上年同期增长11.12%；归属于上市公司股东的净利润达8084.19万元，同比增幅为279.96%。,2026-04-21 22:10:06,央广财经,http://finance.eastmoney.com/a/202604213712844366.html
603618.SH,杭电股份,603618,基金一季度新进重仓股五大榜单（附股）,基金新进股持股市值排名 证券代码 证券简称 基金家数 合计持股数量（万股） 占流通股比例（%） 期末持股市值（亿元） 行业 603618 杭电股份 13 3600.63 5.21 10.26 电力设备 603052 可川科技 4 1043.56 5.55 6.85 电子 300277,2026-04-24 09:08:00,证券时报网,http://finance.eastmoney.com/a/202604243717281883.html
603045.SH,福达合金,603045,福达合金603045.SH)：2026年一季报净利润为1.81亿元,2026年4月30日，福达合金603045.SH)发布2026年一季报。 公司营业总收入为19.42亿元。归母净利润为1.81亿元。经营活动现金净流入为-1.41亿元，在已披露的同业公司中排名第26。,2026-04-30 09:50:40,界面新闻,http://finance.eastmoney.com/a/202604303726061257.html
603045.SH,福达合金,603045,福达合金603045.SH)：2025年年报净利润为1.08亿元,2026年4月24日，福达合金603045.SH)发布2025年年报。 公司营业总收入为50.38亿元。归母净利润为1.08亿元，在已披露的同业公司中排名第13。经营活动现金净流入为-2.96亿元，在已披露的同业公司中排名第21。,2026-04-24 10:46:12,界面新闻,http://finance.eastmoney.com/a/202604243717678819.html
603045.SH,福达合金,603045,机构风向标 | 福达合金6030452025年四季度已披露前十大机构累计持仓占比4.52%,2026年4月24日，福达合金603045.SH)发布2025年年度报告。截至2026年4月23日，共有86个机构投资者披露持有福达合金A股股份，合计持股量达715.10万股，占福达合金总股本的5.28%。,2026-04-24 09:41:13,界面新闻,http://finance.eastmoney.com/a/202604243717520044.html
603045.SH,福达合金,603045,福达合金：一季度净利润1.81亿元 同比扭亏为盈,人民财讯4月29日电，福达合金6030454月29日披露一季报，公司2026年一季度实现营业收入19.42亿元，同比增长92.67%；归母净利润1.81亿元，同比扭亏为盈。报告期内公司销售额增长及费用管控加强，同时，因白银价上涨，公司库存白银贡献了部分收益。,2026-04-29 16:50:00,人民财讯,http://finance.eastmoney.com/a/202604293724548982.html
603045.SH,福达合金,603045,福达合金一季度业绩转盈 归母净利润达1.81亿元,福达合金603045.SH)于4月29日发布2026年第一季度报告。数据显示，该公司当季实现营业收入19.42亿元，较上年同期增长92.67%；归属于母公司所有者的净利润为1.81亿元，实现同比扭亏为盈。,2026-04-30 00:10:31,央广财经,http://finance.eastmoney.com/a/202604303725176914.html
603045.SH,福达合金,603045,82股每笔成交量增长超50%,（数据宝） 4月30日每笔成交环比增幅居前个股 证券代码 证券简称 日涨跌(%) 每笔成交(股) 环比(%) 600053 *ST九鼎 -4.99 4166 447.14 603045 福达合金 9.99 1623 395.83 001218 丽臣实业 9.99 1329 379.57,2026-04-30 22:41:00,证券时报网,http://finance.eastmoney.com/a/202604303726808259.html
603045.SH,福达合金,603045,算力基建“超级周期”开启！福达合金融入全球顶级算力基建供应链,作为国内电接触材料标杆企业，福达合金（603045）高性能触头组件等核心产品已深度配套北美及国内头部数据中心项目，2025年，公司数据中心领域营收已达1.39亿元，同比大增432%，成为公司业绩增长的核心新引擎之一。,2026-04-29 18:15:28,全景网,http://finance.eastmoney.com/a/202604293724658428.html
603045.SH,福达合金,603045,一季报大超预期！福达合金持续巩固施耐德等全球电力供应链优势,"4月30日，福达合金（603045）正式披露2026年第一季度报告。报告期内，公司营业收入19.42亿元，同比增长92.67%；利润总额2.09亿元，同比增长4,962.61%，归属于上市公司股东的净利润1.81亿元，同比增长3,635.07%。",2026-04-29 18:14:31,全景网,http://finance.eastmoney.com/a/202604293724656190.html
603045.SH,福达合金,603045,福达合金2025年度归母净利润约1.08亿元 同比增136.8%,4月23日晚间，福达合金（603045.SH）发布年度业绩报告。报告显示，2025年该公司营业收入约50.38亿元，同比增加30.85%；归属于上市公司股东的净利润约1.08亿元，同比增加136.8%；基本每股收益0.7978元，同比同样增加136.8%。（央广财经）,2026-04-23 19:10:14,央广财经,http://finance.eastmoney.com/a/202604233716312653.html
603045.SH,福达合金,603045,福达合金：2025年净利润同比增长136.8% 拟10派1.48元,福达合金6030454月23日披露年报，2025年实现营业收入50.38亿元，同比增长30.85%；归母净利润1.08亿元，同比增长136.8%；基本每股收益0.7978元。公司拟每10股派发现金红利1.48元(含税)。报告期内，销量增加及原材料价格上涨。,2026-04-23 16:58:00,证券时报网,http://finance.eastmoney.com/a/202604233716100531.html
000063.SZ,中兴通讯,000063,中兴通讯子公司等成立云计算公司,企查查股权穿透显示，该公司由中兴通讯000063全资子公司北京兴云数科技术有限公司、北京中兴新通讯有限公司共同持股。,2026-04-28 11:29:53,人民财讯,http://finance.eastmoney.com/a/202604283721911589.html
000063.SZ,中兴通讯,000063,太赫兹概念下跌2.79%，主力资金净流出17股,（数据宝） 太赫兹概念资金流出榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600487 亨通光电 -4.33 7.22 -112478.24 000063 中兴通讯 -3.35 2.81 -47199.12 600879 航天电子 -4.49 4.04,2026-04-28 17:19:00,证券时报网,http://finance.eastmoney.com/a/202604283722386092.html
000063.SZ,中兴通讯,000063,中兴通讯：一季度净利润同比下降46.58%,中兴通讯000063.SZ)公告称，2026年第一季度实现营业收入349.88亿元，同比增长6.13%；归属于上市公司股东的净利润为13.10亿元，同比下降46.58%。,2026-04-24 17:51:42,财联社,http://finance.eastmoney.com/a/202604243718134482.html
000063.SZ,中兴通讯,000063,通信行业今日净流出资金56.63亿元，新易盛等16股净流出资金超亿元,145884.38 300308 中际旭创 1.48 1.92 121409.07 300548 长芯博创 3.71 7.65 62084.23 688387 信科移动-U 8.12 5.98 21458.59 002929 润建股份 10.01 14.25 16785.12 000063,2026-04-30 17:11:00,证券时报网,http://finance.eastmoney.com/a/202604303726533042.html
000063.SZ,中兴通讯,000063,中兴通讯：Q1归母净利润为13.1亿元，同比下降46.6%,4月24日，中兴通讯000063公布2026年一季报，公司营业收入为349.88亿元，同比上升6.1%；归母净利润为13.1亿元，同比下降46.6%；扣非归母净利润为9.36亿元，同比下降52.2%；经营现金流净额为-19.79亿元，同比下降206.9%；EPS(全面摊薄)为0.27,2026-04-24 20:09:00,财中社,http://finance.eastmoney.com/a/202604243718373668.html
000063.SZ,中兴通讯,000063,杠杆资金大手笔加仓股名单,非银金融 688041 海光信息 -2.45 16675.84 802155.18 1.19 电子 688313 仕佳光子 -7.66 16573.56 260483.78 4.30 通信 603501 豪威集团 -0.71 16548.74 564389.32 4.49 电子 000063,2026-04-29 09:22:00,证券时报网,http://finance.eastmoney.com/a/202604293723753735.html
000063.SZ,中兴通讯,000063,通信行业资金流出榜：中际旭创等18股净流出资金超亿元,138388.92 600487 亨通光电 -4.33 7.22 -112478.24 600522 中天科技 -2.18 7.76 -88579.98 300548 长芯博创 -3.21 5.56 -70237.17 688313 仕佳光子 -7.66 10.19 -64152.22 000063,2026-04-28 17:20:00,证券时报网,http://finance.eastmoney.com/a/202604283722381654.html
000063.SZ,中兴通讯,000063,中兴通讯2026年一季度营收增长6.1% 算力占比升至27%,4月24日，中兴通讯（000063.SZ）披露2026年第一季度报告。财报显示，当季中兴通讯实现营业收入349.9亿元，同比增长6.1%；归母净利润13.1亿元，扣非归母净利润9.4亿元。,2026-04-24 21:51:39,中国经营报,http://finance.eastmoney.com/a/202604243718522892.html
000063.SZ,中兴通讯,000063,61股特大单净流入资金超2亿元,116.58 5.06 7.19 电子 002371 北方华创 516.25 9.21 6.57 电子 002217 合力泰 2.96 10.04 6.21 电子 600418 江淮汽车 48.94 10.00 5.60 汽车 002156 通富微电 51.20 5.74 5.56 电子 000063,2026-04-27 17:55:00,证券时报网,http://finance.eastmoney.com/a/202604273720312290.html
000063.SZ,中兴通讯,000063,57.64亿主力资金净流入，汽车芯片概念涨2.42%,688249 晶合集成 6.93 4.61 17893.44 9.96 600584 长电科技 2.71 5.67 17566.21 3.85 688498 源杰科技 3.70 3.30 16223.68 3.73 688047 龙芯中科 6.61 4.67 16038.79 5.23 000063,2026-04-30 16:58:00,证券时报网,http://finance.eastmoney.com/a/202604303726578736.html
600527.SH,江南高纤,600527,江南高纤600527.SH)：2026年一季报净利润为784.38万元,2026年4月30日，江南高纤600527.SH)发布2026年一季报。 公司营业总收入为1.46亿元，在已披露的同业公司中排名第28。归母净利润为784.38万元，在已披露的同业公司中排名第24。经营活动现金净流入为8771.50万元。,2026-04-30 10:03:59,界面新闻,http://finance.eastmoney.com/a/202604303726086638.html
600527.SH,江南高纤,600527,机构风向标 | 江南高纤6005272025年四季度已披露持仓机构仅8家,2026年4月28日，江南高纤600527.SH)发布2025年年度报告。截至2026年4月27日，共有8个机构投资者披露持有江南高纤A股股份，合计持股量达1.90亿股，占江南高纤总股本的10.98%。,2026-04-28 10:12:19,界面新闻,http://finance.eastmoney.com/a/202604283721764128.html
600527.SH,江南高纤,600527,江南高纤600527.SH)2025年净利润为2109.11万元、较去年同期下降44.60%,2026年4月28日，江南高纤600527.SH)发布2025年年报。 公司营业总收入为5.20亿元，在已披露的同业公司中排名第28，较去年同报告期营业总收入减少2112.45万元，同比较去年同期下降3.91%。,2026-04-28 17:13:00,界面新闻,http://finance.eastmoney.com/a/202604283722353462.html
600527.SH,江南高纤,600527,江南高纤：2025年净利润同比下降44.6% 拟10派0.3元,中证智能财讯江南高纤（600527）4月28日披露2025年年度报告。,2026-04-28 10:20:37,中国证券报·中证网,http://finance.eastmoney.com/a/202604283721794286.html
600527.SH,江南高纤,600527,52只股上午收盘涨停(附股),19885.38 机械设备 600770 综艺股份 6.97 6.71 2796.94 19494.69 综合 002127 南极电商 3.08 5.04 6109.53 18817.36 商贸零售 001211 双枪科技 34.55 8.51 525.13 18143.24 轻工制造 600527,2026-04-24 12:01:00,证券时报网,http://finance.eastmoney.com/a/202604243717757716.html
600527.SH,江南高纤,600527,涨停股复盘：16股封单超亿元,5221.38 机械设备 603060 国检集团 7.29 7.01 634.29 4623.97 社会服务 600338 西藏珠峰 22.57 19.94 188.84 4262.12 有色金属 000906 浙商中拓 6.36 8.31 590.67 3756.69 交通运输 600527,2026-04-24 16:04:00,证券时报网,http://finance.eastmoney.com/a/202604243717976975.html
600527.SH,江南高纤,600527,营业部最青睐个股曝光 7股净买入超亿元,神剑股份 16.70 1.27 2758.30 0.57 000586 汇源通信 21.60 -4.47 2611.75 1.80 603284 林平发展 56.24 0.00 2549.88 8.40 002240 盛新锂能 44.86 10.00 1898.07 0.63 600527,2026-04-13 22:29:00,证券时报网,http://finance.eastmoney.com/a/202604133703341780.html
600527.SH,江南高纤,600527,江南高纤4月13日龙虎榜数据,江南高纤600527今日涨停，全天换手率12.24%，成交额5.73亿元，振幅9.34%。龙虎榜数据显示，营业部席位合计净买入1825.40万元。 上交所公开信息显示，当日该股因日涨幅偏离值达10.14%上榜，营业部席位合计净买入1825.40万元。,2026-04-13 22:27:00,证券时报网,http://finance.eastmoney.com/a/202604133703330260.html
600527.SH,江南高纤,600527,214只股中线走稳 站上半年线,19.96 15.92 4.93 5.41 9.75 000919 金陵药业 10.05 6.25 7.39 8.10 9.59 688098 申联生物 14.46 9.96 9.62 10.53 9.44 000019 深粮控股 9.96 4.65 7.17 7.84 9.27 600527,2026-04-07 15:49:00,证券时报网,http://finance.eastmoney.com/a/202604073696444178.html
600527.SH,江南高纤,600527,【盘中播报】196只个股突破半年线,10.06 8.60 7.87 8.64 9.81 300165 天瑞仪器 19.96 15.40 4.93 5.41 9.75 000919 金陵药业 10.05 6.09 7.39 8.10 9.59 000019 深粮控股 9.96 4.50 7.17 7.84 9.27 600527,2026-04-07 14:11:00,证券时报网,http://finance.eastmoney.com/a/202604073696378079.html
